SE0005562014,GGEO,33209,45181,Guideline Geo,,SEK,,,29929
SE0001057910,SOSI,33206,45192,Sotkamo Silver,,SEK,,,29929
SE0011205459,LIFE B,33212,45197,Lifeassays B,,SEK,,,29929
SE0000598278,AIK B,33194,45198,AIK Fotboll B,,SEK,,,29929
SE0000524530,GTAB B,33208,45202,Glycorex Transplantation B,,SEK,,,29929
SE0013108867,PAY,33219,45212,Paynova,,SEK,,,29929
SE0000514705,OBDU B,33217,45217,Obducat B,,SEK,,,29929
SE0004210854,CRWN,33696,514828,Crown Energy,,SEK,,,29929
SE0008213326,SBFBO A,814765,2027574,SBF Bostad A,,SEK,,,29929
SE0009357536,OBDU PREF B,33217,2889269,Obducat PREF B,,SEK,,,29929
SE0008129787,CPE16 PREF P2,3006554,3006333,Coeli Private Equity 2016 Pref P2,,SEK,,,29929
SE0009695851,CF1 PREF P2,814842,3284411,Coeli Fastighet I PREF P2,,SEK,,,29929
SE0011090646,CNI5 PREF P2,3897669,3897550,CNI Nordic 5 PREF P2,,SEK,,,29929
SE0012012672,CF2 PREF P2,4326339,4326136,Coeli Fastighet II PREF P2,,SEK,,,29929
SE0012453686,SKOG A,4427689,4427498,Skogsfond Baltikum A,,SEK,,,29929
SE0012012268,CPE I,4605101,4604921,Coeli Private Equity,,SEK,,,29929
BMG763301022,ROM,40148,45726,RomReal,83100,NOK,,,33187
NO0010283211,HUNT,40013,45734,Hunter Group,83130,NOK,,,33187
NO0010289200,NATTO,40104,45736,NattoPharma,83059,NOK,,,33187
NO0010307135,ABT,40007,45739,Aqua Bio Technology,82984,NOK,,,33187
NO0010317340,NOM,40111,45740,Nordic Mining,82989,NOK,,,33187
NO0010395577,PHLY,40000,45750,Philly Shipyard,83001,NOK,,,33187
NO0010550056,NORTH,33325,83192,North Energy,82976,NOK,,,33187
NO0010572589,SAGA,33405,122372,Saga Tankers,83070,NOK,,,33187
NO0010607971,ALNG,33673,241110,Awilco LNG,83130,NOK,,,33187
NO0010626559,AEGA,33682,278719,Aega,83124,NOK,,,33187
NO0010598683,HBC,33685,293176,Hofseth BioCare,83065,NOK,,,33187
NO0010607781,EAM,40528,556725,EAM Solar,,NOK,,,33187
BMG4233B1090,HAFNIA,4580705,706375,Hafnia Limited,83130,NOK,,,33187
AU0000057408,PNOR,42479,863308,PetroNor E&P Limited,82978,NOK,,,33187
NO0010735681,PPG PREF,82800,1096195,Pioneer Property Group Pref,83100,NOK,,,33187
DK0060945467,FIVEPG,82806,1102046,5th Planet Games,83127,NOK,,,33187
NO0010778095,AGS,814808,2717347,Axxis Geo Solutions,82976,NOK,,,33187
NO0010734742,ICE,4369915,3279965,Ice Group,83091,NOK,,,33187
BMG9156K1018,2020,4443086,3430489,2020 Bulkers,83011,NOK,,,33187
MHY641771016,OET,3811310,3812107,Okeanis Eco Tankers,83130,NOK,,,33187
NO0010833262,KCC,4371018,3985971,Klaveness Combination Carriers,83011,NOK,,,33187
NO0010865009,OBSERV,4575788,4576143,Observe Medical,83060,NOK,,,33187
SE0005992419,MAV,39524,3,Mavshack,68198,SEK,,,35181
SE0001306119,ADDV A,33073,903,ADDvise Group A,68197,SEK,,,35181
SE0000671745,AVEN,33080,1289,Avensia,68207,SEK,,,35181
SE0007439443,STORY B,39541,1516,Storytel B,68198,SEK,,,35181
SE0000648669,BRE2,33084,1660,Bredband2,68207,SEK,,,35181
SE0001486952,MISE,33154,1710,Misen Energy,68189,SEK,,,35181
SE0013646924,SIGN B,39551,1989,Signatur Fastigheter B,68190,SEK,,,35181
SE0001606906,DIAH,33094,2004,Diadrom Holding,68207,SEK,,,35181
SE0001770702,DRIL,33098,2119,Drillcon,68191,SEK,,,35181
SE0001233289,ELN,33101,2333,Ellen,68197,SEK,,,35181
SE0009921075,KAKEL,39556,2391,Kakel Max,68193,SEK,,,35181
SE0002016261,EOS,33105,2400,EOS Russia,68206,SEK,,,35181
SE0001799636,GHUS B,33109,2691,Götenehus Group B,68196,SEK,,,35181
SE0000395428,FIRE,33107,2703,Firefly,68193,SEK,,,35181
SE0001790791,GENI,33110,2754,Generic Sweden,68207,SEK,,,35181
SE0002485979,GENO,33111,2756,Genovis,68197,SEK,,,35181
SE0005249570,BINERO,33112,2767,Binero Group,68207,SEK,,,35181
SE0000483943,HIFA B,33114,2827,Hifab B,68207,SEK,,,35181
SE0001279142,IMPC,33116,3270,Impact Coatings,68190,SEK,,,35181
SE0000725624,JLT,33119,3317,JLT Mobile Computers,68207,SEK,,,35181
SE0001915190,COPP B,39588,3390,Copperstone Resources B,68191,SEK,,,35181
SE0005991601,ME,33125,3676,Modern Ekonomi Sverige Holding,68193,SEK,,,35181
SE0005034550,AMAST,32915,3692,Amasten,68205,SEK,,,35181
SE0001838038,NNH,33129,3954,New Nordic Healthbrands,68198,SEK,,,35181
SE0001960949,OBAB,33171,4169,Online Brands Nordic,68198,SEK,,,35181
SE0006091724,PCOM B,33137,4521,Precomp Solutions B,68193,SEK,,,35181
SE0008966014,SAXG,33135,4529,Saxlund Group,68193,SEK,,,35181
SE0000141137,PRCO B,33136,4541,Precio Fishbone B,68207,SEK,,,35181
SE0001666553,NLAB,33142,4575,ENLABS,68200,SEK,,,35181
SE0002478776,SEZI,39607,4963,Senzime,68197,SEK,,,35181
SE0001790346,NJOB,33153,5034,NetJobs Group,68193,SEK,,,35181
SE0008406151,SJR B,33148,5036,SJR B,68193,SEK,,,35181
SE0000476228,SKMO,33149,5239,Skåne-möllan,68195,SEK,,,35181
SE0008374003,ALLG B,33150,5240,ALLGON B,68207,SEK,,,35181
SE0000998650,STIL,33152,5522,Stille,68197,SEK,,,35181
SE0001296542,CE,39616,5827,Cortus Energy,68189,SEK,,,35181
SE0000514408,TAGM B,33155,5834,TagMaster B,68193,SEK,,,35181
SE0001834821,UTG,33162,6222,Unlimited Travel Group,68200,SEK,,,35181
SE0001994658,NFGAB,33165,6312,Nordic Flanges Group,68206,SEK,,,35181
SE0001824103,WESC,33167,6418,WeSC,68198,SEK,,,35181
SE0002169292,WPAY,33168,6424,Westpay,68193,SEK,,,35181
SE0007614722,VEVEN,39629,6429,Vertical Ventures,68199,SEK,,,35181
LU0075646355,SUBCo,39492,29659,Subsea 7 S.A.,68189,NOK,,,35181
NO0010234552,AKERo,39493,29660,Aker,68206,NOK,,,35181
NO0010215684,AKAo,39494,29661,Akastor,68189,NOK,,,35181
NO0010031479,DNBo,39496,29662,DNB,68203,NOK,,,35181
NO0003921009,DNOo,39497,29663,DNO,68189,NOK,,,35181
BMG3682E1921,FROo,39499,29665,Frontline Ltd. Ordinary Shares,68193,NOK,,,35181
BMG396372051,GOGLo,39500,29666,Golden Ocean Group,,NOK,,,35181
NO0003054108,MOWIo,39501,29667,Mowi,68195,NOK,,,35181
NO0005052605,NHYo,39503,29668,Norsk Hydro,68191,NOK,,,35181
NO0003733800,ORKo,39507,29670,Orkla,68193,NOK,,,35181
NO0010199151,PGSo,39508,29671,PGS,68189,NOK,,,35181
NO0010861990,PRSo,39510,29672,Prosafe,68189,NOK,,,35181
NO0010112675,RECo,39511,29673,REC Silicon,68189,NOK,,,35181
NO0003028904,SCHAo,39512,29674,Schibsted A,68199,NOK,,,35181
BMG7998G1069,SDRLo,39513,29675,Seadrill,68189,NOK,,,35181
NO0010187032,MGNo,39514,29676,Magnora,68189,NOK,,,35181
NO0003053605,STBo,39516,29677,Storebrand,68204,NOK,,,35181
NO0010096985,EQNRo,39515,29678,Equinor,68189,NOK,,,35181
NO0010063308,TELo,39519,29681,Telenor,68201,NOK,,,35181
NO0003078800,TGSo,39520,29682,TGS-NOPEC Geophysical Company,68189,NOK,,,35181
NO0010208051,YARo,39521,29683,Yara International,68190,NOK,,,35181
SE0002756130,CLS B,39547,32249,Clinical Laserthermia Systems B,68197,SEK,,,35181
SE0009994429,FASTAT,33473,33485,Fastator,68205,SEK,,,35181
SE0001863291,NETG,39611,35302,Net Gaming Europe,68199,SEK,,,35181
SE0002108001,DIGN,46924,42869,Dignitana,68197,SEK,,,35181
SE0005250719,AXIC A,33227,42939,aXichem A,68190,SEK,,,35181
SE0011415710,DOME,33198,45204,Dome Energy,68189,SEK,,,35181
SE0001337213,AUR,33201,45214,Auriant Mining,68191,SEK,,,35181
SE0005569290,POLY,33220,45218,Polyplank,68190,SEK,,,35181
SE0012313302,CONF,33203,45220,Confidence International,68193,SEK,,,35181
SE0000697948,ARCT,39978,46294,Arctic Minerals,68191,SEK,,,35181
NO0004822503,ATEAo,40010,71618,Atea,68207,NOK,,,35181
NO0005668905,TOMo,40175,71620,Tomra Systems,68193,NOK,,,35181
SE0003036821,SPEQT,33316,72604,Speqta,68207,SEK,,,35181
SE0010494708,BOTX,33317,72900,Botnia Exploration Holding,68191,SEK,,,35181
SE0000731747,MACK B,33345,89915,Mackmyra Svensk Whisky,68195,SEK,,,35181
SE0005624756,DOXA,33337,89930,Doxa,68197,SEK,,,35181
SE0003175660,SBOK,33367,95257,ScandBook Holding,68199,SEK,,,35181
NO0010317811,NPROo,40121,95850,Norwegian Property,68205,NOK,,,35181
SE0003204908,NBZ,33388,112341,Northbaze Group,68196,SEK,,,35181
CA74836K1003,QECo,40141,122861,Questerre Energy Corporation,68189,NOK,,,35181
NO0003033102,KOAo,40092,122862,Kongsberg Automotive ASA,68194,NOK,,,35181
SE0002245548,KOPY,33435,139997,Kopy Goldfields,68191,SEK,,,35181
SE0002480442,ZZ B,33438,143727,Zinzino B,68198,SEK,,,35181
SE0003622265,KAN,33520,184951,Kancera,68197,SEK,,,35181
SE0003656834,IZAFE B,33525,192068,iZafe Group B,68197,SEK,,,35181
SE0003883800,DIST,33583,197109,DistIT,68207,SEK,,,35181
NO0010582521,GJFo,33509,203699,Gjensidige Forsikring,68204,NOK,,,35181
SE0003883990,AROC,33625,204584,AroCell,68197,SEK,,,35181
SE0003917798,SIVE,33629,205220,Sivers IMA Holding,68193,SEK,,,35181
SE0003943620,ENZY,33632,209986,Enzymatica,68197,SEK,,,35181
CA8193201024,SNM,33634,212316,ShaMaran Petroleum,68189,SEK,,,35181
BMG0451H1170,ARCHERo,33507,212583,Archer,68189,NOK,,,35181
SE0004019545,BRIG,33701,333293,Brighter,68197,SEK,,,35181
SE0004270445,AVT B,33702,338570,AVTECH Sweden B,68207,SEK,,,35181
SE0005190725,RLS,33730,410917,RLS Global,68197,SEK,,,35181
SE0004109627,ALM PREF,33732,432728,ALM Equity Pref,68205,SEK,,,35181
SE0000540163,ALM,33732,432729,ALM Equity,68205,SEK,,,35181
NO0010345853,AKERBPo,40041,444635,Aker BP,,NOK,,,35181
SE0001449380,MANG,33699,445502,Mangold,68206,SEK,,,35181
CY0101162119,SBXo,33320,469460,SeaBird Exploration,,NOK,,,35181
NO0003080608,SOFFo,40162,469463,Solstad Offshore,,NOK,,,35181
NO0003087603,BMAo,40027,469464,Byggma,,NOK,,,35181
NO0003095309,TECHo,40017,469465,Techstep,,NOK,,,35181
NO0003103103,QFRo,40140,469467,Q-Free,,NOK,,,35181
NO0003108102,HIDDNo,39994,469468,Hiddn Solutions,,NOK,,,35181
NO0003111700,BORo,40021,469470,Borgestad,,NOK,,,35181
NO0003117202,REACHo,40069,469471,Reach Subsea,,NOK,,,35181
NO0003399909,ODFo,40124,469475,Odfjell A,,NOK,,,35181
NO0003399917,ODFBo,40124,469476,Odfjell B,,NOK,,,35181
NO0003572802,AFKo,40008,469477,Arendals Fossekompani,,NOK,,,35181
NO0004288200,GYLo,40072,469478,Gyldendal,,NOK,,,35181
NO0005638858,OLTo,40126,469481,Olav Thon Eiendomsselskap,,NOK,,,35181
NO0010840515,AXAo,40084,469482,Axactor,,NOK,,,35181
NO0003021909,ASCo,39993,469485,ABG Sundal Collier Holding,,NOK,,,35181
NO0003043309,KOGo,40093,469486,Kongsberg Gruppen,,NOK,,,35181
NO0003049405,NKRo,40177,469487,Nekkar,,NOK,,,35181
NO0003053308,INCo,40152,469488,Incus Investor,,NOK,,,35181
NO0003055501,NODo,40112,469489,Nordic Semiconductor,,NOK,,,35181
NO0003055808,ELEo,40086,469490,Element,,NOK,,,35181
NO0003064107,DATo,40039,469491,Data Respons,,NOK,,,35181
NO0003067902,HEXo,40076,469492,Hexagon Composites,,NOK,,,35181
CY0102630916,PSEo,40132,469493,Petrolia,,NOK,,,35181
US36467X2062,GIGo,40108,469494,Gaming Innovation Group,68207,NOK,,,35181
NO0010001118,ITEo,40088,469495,Itera,,NOK,,,35181
NO0010073489,AUSSo,40011,469497,Austevoll Seafood,,NOK,,,35181
NO0010081235,NELo,40042,469498,NEL,,NOK,,,35181
NO0010159684,MEDIo,40102,469499,Medistim,,NOK,,,35181
NO0010205966,NAVAo,40105,469500,Navamedic,,NOK,,,35181
NO0010257728,HAVIo,40075,469501,Havila Shipping,,NOK,,,35181
NO0010262686,RISHo,40064,469502,GC Rieber Shipping,,NOK,,,35181
NO0010263023,EIOFo,40048,469503,Eidesvik Offshore,,NOK,,,35181
NO0010272065,AMSCo,40005,469505,American Shipping Company,,NOK,,,35181
NO0010283211,HUNTo,40013,469507,Hunter Group,,NOK,,,35181
NO0010284318,IOXo,40085,469508,Interoil Exploration and Production,,NOK,,,35181
NO0010289200,NATTOo,40104,469509,NattoPharma,68195,NOK,,,35181
NO0010299068,THINo,40173,469511,Thin Film Electronics,,NOK,,,35181
NO0010310956,SALMo,40150,469512,SalMar,,NOK,,,35181
NO0010358484,EMGSo,40053,469518,Electromagnetic Geoservices,,NOK,,,35181
NO0010360175,STORMo,33418,469519,Storm Real Estate,,NOK,,,35181
NO0010360266,BOUVETo,40023,469520,Bouvet,,NOK,,,35181
NO0010365521,GSFo,40071,469521,Grieg Seafood,,NOK,,,35181
NO0010379779,ENDURo,40015,469522,Endúr,,NOK,,,35181
NO0010395577,PHLYo,40000,469525,Philly Shipyard,,NOK,,,35181
NO0010466022,POLo,40135,469529,Polaris Media,,NOK,,,35181
NO0010550056,NORTHo,33325,469530,North Energy,,NOK,,,35181
NO0010564701,PENo,33397,469531,Panoro Energy,,NOK,,,35181
NO0010571680,WALWILo,33409,469533,Wallenius Wilhelmsen,,NOK,,,35181
NO0010571698,WWIo,40183,469534,Wilh. Wilhelmsen Holding ser. A,,NOK,,,35181
NO0010598683,HBCo,33685,469537,Hofseth BioCare,,NOK,,,35181
NO0010612450,SBOo,33733,469538,Selvaag Bolig,,NOK,,,35181
BMG359472021,FLNGo,33312,469539,FLEX LNG,,NOK,,,35181
GB00B5LJSC86,AWDRo,33631,469540,Awilco Drilling,,NOK,,,35181
GB00BZBVR613,AVMo,33403,469543,Avocet Mining,,NOK,,,35181
NO0003078107,AFGo,39995,469547,AF Gruppen,,NOK,,,35181
NO0003097503,AKVAo,40003,469549,AKVA Group,,NOK,,,35181
NO0003106700,SOLONo,40122,469550,Solon Eiendom,,NOK,,,35181
NO0010014632,BIOTECo,40016,469551,Biotec Pharmacon,,NOK,,,35181
NO0003110603,BONo,40020,469552,Bonheur,,NOK,,,35181
BMG1738J1247,BWOo,40025,469554,BW Offshore Limited,,NOK,,,35181
NL0012756266,FUNCOMo,40062,469558,Funcom,,NOK,,,35181
NO0004913609,GODo,40068,469559,Goodtech,,NOK,,,35181
BMG454221059,HLNGo,33636,469560,Höegh LNG Holdings,,NOK,,,35181
NO0003096208,LSGo,40095,469562,Lerøy Seafood Group,,NOK,,,35181
NO0004895103,NTSo,40103,469563,NTS,,NOK,,,35181
NO0010379266,NORo,40120,469566,Norwegian Energy Company,,NOK,,,35181
NO0010317316,OTSo,40123,469568,Oceanteam,,NOK,,,35181
NO0010000045,PHOo,40134,469569,Photocure,,NOK,,,35181
KYG813131011,SIOFFo,40158,469572,Siem Offshore,,NOK,,,35181
NO0005806802,VEIo,40179,469575,Veidekke,,NOK,,,35181
NO0010307135,ABTo,40007,469577,Aqua Bio Technology,,NOK,,,35181
NO0010607971,ALNGo,33673,469578,Awilco LNG,,NOK,,,35181
NO0003070609,IDEXo,33356,469581,IDEX Biometrics,,NOK,,,35181
NO0010626559,AEGAo,33682,469582,Aega,,NOK,,,35181
NO0010317340,NOMo,40111,469583,Nordic Mining,,NOK,,,35181
FO0000000179,BAKKAo,33364,469587,Bakkafrost,,NOK,,,35181
NO0010123060,CARAo,40006,469588,Carasent,,NOK,,,35181
NO0003094104,BELo,40014,469589,Belships,,NOK,,,35181
NO0003679102,NRCo,40019,469590,NRC Group,,NOK,,,35181
SE0000371239,COVo,40036,469593,ContextVision,,NOK,,,35181
NO0010070063,DOFo,40044,469594,DOF,,NOK,,,35181
SG1AD2000008,EMASo,40055,469598,EMAS Offshore,,NOK,,,35181
BMG5137R1088,JINo,40089,469602,Jinhui Shipping and Transportation,,NOK,,,35181
NO0003079709,KITo,40090,469604,Kitron,,NOK,,,35181
NO0010605371,KVAERo,33637,469605,Kværner,,NOK,,,35181
NO0010196140,NASo,40119,469606,Norwegian Air Shuttle,,NOK,,,35181
NO0010331838,NRSo,33524,469608,Norway Royal Salmon,,NOK,,,35181
NO0010040611,OTELLOo,40127,469609,Otello Corporation,,NOK,,,35181
NO0010209331,PROTCTo,40139,469610,Protector Forsikring,,NOK,,,35181
SE0003366871,SAS NOKo,32929,469613,SAS,68200,NOK,,,35181
BMG850801025,SNIo,40168,469616,Stolt-Nielsen,,NOK,,,35181
NO0003025009,VVLo,40181,469620,Voss Veksel- og Landmandsbank,,NOK,,,35181
NO0010252356,WILSo,40184,469621,Wilson,,NOK,,,35181
KYG7153K1085,PLCSo,33305,469623,Polarcus,,NOK,,,35181
NO0010576010,WWIBo,40183,469624,Wilh. Wilhelmsen Holding ser. B,,NOK,,,35181
NO0010098247,STRONGo,33044,469625,StrongPoint,,NOK,,,35181
NO0010405640,PCIBo,40130,469629,PCI Biotech Holding,,NOK,,,35181
BMG763301022,ROMo,40148,469630,RomReal,,NOK,,,35181
NO0010572589,SAGAo,33405,469631,Saga Tankers,,NOK,,,35181
CY0101550917,SDSDo,33522,469632,S.D. Standard Drilling,,NOK,,,35181
NO0010657505,BRGo,33746,476051,Borregaard,,NOK,,,35181
SE0005003217,CI B,33768,539575,Cell Impact B,68193,SEK,,,35181
DK0060477263,ASETEKo,40527,555318,Asetek,,NOK,,,35181
